CATEGORY,NO,AREA_CD,AREA_NM,ENG_NM,Latitude,Longitude
관광특구,1.0,POI001,강남 MICE 관광특구,Gangnam MICE Special Tourist Zone,37.511000033694984,127.06006305282887
관광특구,2.0,POI002,동대문 관광특구,Dongdaemun Fashion Town Special Tourist Zone,37.567310951178904,127.0110225062225
관광특구,3.0,POI003,명동 관광특구,Myeong-dong Namdaemun Bukchang-dong Da-dong Mugyo-dong Special Tourist Zone,37.56414952509789,126.98185095527941
관광특구,4.0,POI004,이태원 관광특구,Itaewon Special Tourist Zone,37.53443789733159,126.99437253061254
관광특구,5.0,POI005,잠실 관광특구,Jamsil Special Tourist Zone,37.51647937513823,127.1152740133431
관광특구,6.0,POI006,종로·청계 관광특구,Jongno Cheonggye Special Toruist Zone,37.57000154171814,126.99736943604613
관광특구,7.0,POI007,홍대 관광특구,HongDae Culture & Arts Special Tourist Zone,37.55391867558625,126.92127401787192
고궁·문화유산,8.0,POI008,경복궁,Gyeongbokgung Palace,37.57987614402731,126.97676560384028
고궁·문화유산,9.0,POI009,광화문·덕수궁,Gwanghwamun & Deoksugung Palace,37.57167838080251,126.9771913995408
고궁·문화유산,10.0,POI010,보신각,Bosingak,37.57058502820595,126.98341114649618
고궁·문화유산,11.0,POI011,서울 암사동 유적,Amsa Prehistoric Settlement Site,37.56063235212937,127.13075913083627
고궁·문화유산,12.0,POI012,창덕궁·종묘,Changdeokgung Palace & Jongmyo Shrine,37.578695650372666,126.99335264781948
인구밀집지역,13.0,POI013,가산디지털단지역,Gasan Digital Complex station,37.480890177418004,126.88010684966166
인구밀집지역,14.0,POI014,강남역,Gangnam station,37.49885651855946,127.0281337673516
인구밀집지역,15.0,POI015,건대입구역,Konkuk University station,37.53996722455095,127.06819538381424
인구밀집지역,16.0,POI016,고덕역,Godeok station,37.553455423727044,127.15487190219277
인구밀집지역,17.0,POI017,고속터미널역,Express Bus Terminal station,37.504814159831476,127.00585471577682
인구밀집지역,18.0,POI018,교대역,Seoul National University of Education station,37.49220110026206,127.01395826511242
인구밀집지역,19.0,POI019,구로디지털단지역,Guro Digital Complex station,37.48387786041519,126.89618261328168
인구밀집지역,20.0,POI020,구로역,Guro station,37.50235001496437,126.8821218132979
인구밀집지역,21.0,POI021,군자역,Gunja station,37.55631615522623,127.0801947376799
인구밀집지역,22.0,POI022,남구로역,Namguro station,37.48525953116486,126.88729574946841
인구밀집지역,23.0,POI023,대림역,Daerim station,37.49266735951783,126.89554279596115
인구밀집지역,24.0,POI024,동대문역,Dongdaemun station,37.571481099334996,127.00965404984282
인구밀집지역,25.0,POI025,뚝섬역,Ttukseom station,37.54829072422787,127.04613725267534
인구밀집지역,26.0,POI026,미아사거리역,Miasageori station,37.61219511942154,127.03074071518246
인구밀집지역,27.0,POI027,발산역,Balsan station,37.559151239271486,126.8391733058642
인구밀집지역,28.0,POI028,북한산우이역,Bukhansan Ui station,37.66266243596273,127.01106438314532
인구밀집지역,29.0,POI029,사당역,Sadang station,37.47793082420778,126.98126586039031
인구밀집지역,30.0,POI030,삼각지역,Samgakji station,37.53534086123934,126.97388328122841
인구밀집지역,31.0,POI031,서울대입구역,Seoul National University station,37.48061299893417,126.953062571338
인구밀집지역,32.0,POI032,서울식물원·마곡나루역,Seoul Botanic Park·Magongnaru station,37.56759678142856,126.8310611294594
인구밀집지역,33.0,POI033,서울역,Seoul station,37.55659428234287,126.97302795181167
인구밀집지역,34.0,POI034,선릉역,Seolleung station,37.50605403848306,127.04980700047507
인구밀집지역,35.0,POI035,성신여대입구역,Sungshin Women's University station,37.5923931061508,127.01686525466961
인구밀집지역,36.0,POI036,수유역,Suyu station,37.64106003445984,127.02572241174892
인구밀집지역,37.0,POI037,신논현역·논현역,Sinnonhyeon·Nonhyeon station,37.5080801205745,127.02340583366124
인구밀집지역,38.0,POI038,신도림역,Sindorim station,37.50909929017777,126.8902046498012
인구밀집지역,39.0,POI039,신림역,Sillim station,37.48467722591495,126.92933726040343
인구밀집지역,40.0,POI040,신촌·이대역,Sinchon·Ewha Womans University station,37.557035479669715,126.93897230704684
인구밀집지역,41.0,POI041,양재역,Yangjae station,37.485339423445495,127.03397149300275
인구밀집지역,42.0,POI042,역삼역,Yeoksam station,37.50039191335803,127.03818430815406
인구밀집지역,43.0,POI043,연신내역,Yeonsinnae station,37.61865927321667,126.92072504484425
인구밀집지역,44.0,POI044,오목교역·목동운동장,Omokgyo·Mok-dong Stadium station,37.528810536971186,126.8766415803285
인구밀집지역,45.0,POI045,왕십리역,Wangsimni station,37.56221579360956,127.03890037930522
인구밀집지역,46.0,POI046,용산역,Yongsan station,37.53025586934934,126.96082152784074
인구밀집지역,47.0,POI047,이태원역,Itaewon station,37.534185805812946,126.9930484230949
인구밀집지역,48.0,POI048,장지역,Jangji station,37.47875038127623,127.1232755649691
인구밀집지역,49.0,POI049,장한평역,Janghanpyeong station,37.561804410482324,127.06478578183585
인구밀집지역,50.0,POI050,천호역,Cheonho station,37.53923901609371,127.12501250535901
인구밀집지역,51.0,POI051,총신대입구(이수)역,Chongshin University(Isu) station,37.486002345062126,126.98104241301392
인구밀집지역,52.0,POI052,충정로역,Chungjeongno station,37.55969661114981,126.96369152122713
인구밀집지역,53.0,POI053,합정역,Hapjeong station,37.54937642320196,126.9117349607378
인구밀집지역,54.0,POI054,혜화역,Hyehwa station,37.582481654840706,127.0017639654127
인구밀집지역,55.0,POI055,홍대입구역(2호선),Hongik University station(Line 2),37.55676226611974,126.92300742546117
인구밀집지역,56.0,POI056,회기역,Hoegi station,37.5905405311592,127.05616184455647
발달상권,57.0,POI057,4·19 카페거리,4·19 Cafe street,37.645273450035766,127.00767361148932
발달상권,58.0,POI058,가락시장,Garak Market,37.49346831459402,127.11189568860527
발달상권,59.0,POI059,가로수길,Garosu-gil,37.521389126042834,127.02357225275368
발달상권,60.0,POI060,광장(전통)시장,Gwangjang(Traditional) Market,37.570002726212955,126.99990380496855
발달상권,61.0,POI061,김포공항,Gimpo Airport,37.56227172176283,126.80259945258669
발달상권,62.0,POI062,낙산공원·이화마을,Naksan Park·Ihwa Village,37.58030128187395,127.00716790256254
발달상권,63.0,POI063,노량진,Noryangjin,37.513893873232874,126.944055713432
발달상권,64.0,POI064,덕수궁길·정동길,Deoksugung-gil·Jeongdong-gil,37.56635097943842,126.97178437212351
발달상권,65.0,POI065,방배역 먹자골목,Bangbae food alley,37.48268657626655,126.99604909024755
발달상권,66.0,POI066,북촌한옥마을,Bukchon Hanok Village,37.58223569960403,126.98400155553452
발달상권,67.0,POI067,서촌,Seochon,37.580367295894845,126.96957499143515
발달상권,68.0,POI068,성수카페거리,Seongsu Cafe Street,37.54296663478361,127.05659648191532
발달상권,69.0,POI069,수유리 먹자골목,Suyuri food alley,37.642874179319705,127.02654467487093
발달상권,70.0,POI070,쌍문동 맛집거리,Ssangmun-dong restaurant street,37.64776163733142,127.03308854224913
발달상권,71.0,POI071,압구정로데오거리,Apgujeong Rodeo Street,37.52549542648347,127.03873419097486
발달상권,72.0,POI072,여의도,Yeouido,37.525022128344126,126.92553133737471
발달상권,73.0,POI073,연남동,Yeonnam-dong,37.56161782571583,126.92233998998053
발달상권,74.0,POI074,영등포 타임스퀘어,Yeongdeungpo Time square,37.51686314892791,126.90615133313177
발달상권,75.0,POI075,외대앞,Hankuk University of Foreign Studies,37.594894109509134,127.06202281084921
발달상권,76.0,POI076,용리단길,Yongnidan-gil,37.531185567267215,126.97129411887
발달상권,77.0,POI077,이태원 앤틱가구거리,Itaewon Antiques street,37.53223105650026,126.99391810292589
발달상권,78.0,POI078,인사동,Insa-dong,37.573863220174886,126.98606345019121
발달상권,79.0,POI079,창동 신경제 중심지,Changdong New Economic Center,37.65614764603459,127.0547058801406
발달상권,80.0,POI080,청담동 명품거리,Cheongdam-dong Luxury Fashion street,37.525832048446865,127.04376509735859
발달상권,81.0,POI081,청량리 제기동 일대 전통시장,Traditional market in Cheongnyangni Jegi-dong ,37.58082975163002,127.03998115963218
발달상권,82.0,POI082,해방촌·경리단길,Haebangchon·Gyeongnidan-gil,37.542370490353996,126.98718303196837
발달상권,83.0,POI083,DDP(동대문디자인플라자),DDP(Dongdaemun Design Plaza),37.566988006118045,127.0102891780008
발달상권,84.0,POI084,DMC(디지털미디어시티),DMC(Digital Media City),37.57927761582348,126.89179434033939
공원,85.0,POI085,강서한강공원,Gangseo Hangang Park,37.58651423584213,126.81854863583489
공원,86.0,POI086,고척돔,Gocheok Dome,37.49767175528069,126.86702264412465
공원,87.0,POI087,광나루한강공원,Gwangnaru Hangang Park,37.553987178453255,127.12981926317872
공원,88.0,POI088,광화문광장,Gwanghwamun Square,37.573409591237485,126.97692095718884
공원,89.0,POI089,국립중앙박물관·용산가족공원,The National Museum of Korea·Yongsan Family Park,37.52276740121046,126.9814272229308
공원,90.0,POI090,난지한강공원,Nanji Hangang Park,37.566501438308315,126.87732785941928
공원,91.0,POI091,남산공원,Namsan Park,37.55157714630764,126.99376243339918
공원,92.0,POI092,노들섬,Nodeul island,37.517557178926765,126.95866148492513
공원,93.0,POI093,뚝섬한강공원,Ttukseom Hangang Park,37.52918433616658,127.0715154837836
공원,94.0,POI094,망원한강공원,Mangwon Hangang Park,37.553280973623565,126.89926764544909
공원,95.0,POI095,반포한강공원,Banpo Hangang Park,37.50982503738604,126.99467392587393
공원,96.0,POI096,북서울꿈의숲,Dream Forest,37.62185231817306,127.04111616088214
공원,97.0,POI097,불광천,Bulgwangcheon River,37.58731029286373,126.91245872783404
공원,98.0,POI098,서리풀공원·몽마르뜨공원,Seoripul Park·Montmartre Park,37.49158306985967,127.0026831794888
공원,99.0,POI099,서울광장,Seoul Plaza,37.56565727511739,126.97802311583332
공원,100.0,POI100,서울대공원,Seoul Grand Park,37.42900676178849,127.01715572555702
공원,101.0,POI101,서울숲공원,Seoul Forest,37.54296305888085,127.03764838756047
공원,102.0,POI102,아차산,Achasan,37.56684202160671,127.10281074746239
공원,103.0,POI103,양화한강공원,Yanghwa Hangang Park,37.54130495281334,126.89818435625308
공원,104.0,POI104,어린이대공원,Children's Grand Park,37.54906170152601,127.08136097949229
공원,105.0,POI105,여의도한강공원,Yeouido Hangang Park,37.52898651584845,126.92822332711638
공원,106.0,POI106,월드컵공원,World Cup Park,37.570187812467026,126.88420114743535
공원,107.0,POI107,응봉산,Eungbongsan,37.54821448635045,127.0304660855845
공원,108.0,POI108,이촌한강공원,Ichon Hangang Park,37.51940112965899,126.96665104712352
공원,109.0,POI109,잠실종합운동장,Jamsil (Seoul) Sports Complex,37.51452169423818,127.07364840364384
공원,110.0,POI110,잠실한강공원,Jamsil Hangang Park,37.51923383027137,127.08429667105985
공원,111.0,POI111,잠원한강공원,Jamwon Hangang Park,37.52381075227906,127.01472898526777
공원,112.0,POI112,청계산,Cheonggyesan,37.44073904427053,127.05001788257903
공원,113.0,POI113,청와대,Cheongwadae,37.585452999885035,126.97634416914615
발달상권,114.0,POI114,북창동 먹자골목,Bukchang-dong food alley,37.56226373330777,126.97849754345913
발달상권,115.0,POI115,남대문시장,Namdaemun Market,37.559915417720596,126.9785270548034
발달상권,116.0,POI116,익선동,Ikseon-dong,37.57266157396563,126.98963058769522
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
